Year,Cause of death,unter 1 Jahr,1 bis unter 15 Jahre,15 bis unter 20 Jahre,20 bis unter 25 Jahre,25 bis unter 30 Jahre,30 bis unter 35 Jahre,35 bis unter 40 Jahre,40 bis unter 45 Jahre,45 bis unter 50 Jahre,50 bis unter 55 Jahre,55 bis unter 60 Jahre,60 bis unter 65 Jahre,65 bis unter 70 Jahre,70 bis unter 75 Jahre,75 bis unter 80 Jahre,80 bis unter 85 Jahre,85 Jahre und mehr,Total
2008,"Neoplasms of the corpus uteri and uterus, part unspecified",0,1,0,0,1,1,6,21,32,69,98,168,341,434,378,406,464,2420
2008,Neoplasms of the ovary,0,0,2,7,8,9,23,67,156,266,405,443,839,856,871,804,773,5529
2008,Neoplasms of the prostate,0,0,0,0,0,0,2,6,20,82,261,545,1450,1961,2536,2626,2645,12134
2008,"Neoplasms of the kidney, except renal pelvis",0,7,0,1,5,6,10,40,97,216,343,390,729,931,894,759,673,5101
2008,Neoplasms of the urinary bladder,0,0,0,0,6,0,7,23,67,81,206,265,501,805,969,1196,1406,5532
2008,"Neoplasms of lymphoid, hematopoietic, and related tissue",2,71,36,64,44,55,117,207,334,471,789,1090,2209,2920,2991,3025,2631,17056
2008,Leukemia,2,60,24,42,29,35,60,108,142,207,314,428,903,1277,1242,1244,1191,7308
2008,Benign neoplasms,3,1,2,1,2,2,4,11,15,11,25,22,35,50,74,94,115,467
2008,Diseases of the blood and blood-forming organs,9,26,4,9,7,6,22,25,33,40,65,95,186,282,349,480,816,2454
2008,"Endocrine, nutritional, and metabolic diseases",29,53,31,33,56,53,106,239,407,531,822,1029,1896,3078,3869,5222,9877,27331
2008,Diabetes mellitus,1,2,6,6,12,22,50,125,218,327,567,728,1490,2568,3305,4520,8383,22330
2008,Mental and behavioral disorders,1,6,9,63,163,167,284,507,800,823,845,720,973,968,1517,2809,8195,18850
2008,Mental and behavioral disorders durch Alkohol,0,0,1,3,30,48,148,329,650,716,740,602,675,388,220,135,75,4760
2008,Mental and behavioral disorders due to psychoactive substance use,0,0,7,56,125,114,124,163,116,68,31,16,14,10,7,6,8,865
2008,Diseases of the nervous system and sense organs,46,132,67,84,104,84,152,339,431,531,673,853,1587,2349,3097,4010,5302,19841
2008,Meningitis,2,5,2,0,5,1,6,6,6,7,16,5,17,18,32,21,22,171
2008,Diseases of the circulatory system,46,105,73,126,187,309,704,1776,3318,5200,7484,10028,20282,32390,48080,70939,155682,356729
2008,Hypertension (high blood pressure),1,1,0,2,3,12,21,57,138,211,377,469,1064,1886,3286,5890,17658,31076
2008,Ischemic heart diseases,0,3,5,14,27,76,233,692,1486,2465,3581,4773,9272,14590,19840,26552,51213,134822
2008,Acute or recurrent myocardial infarction,0,2,3,10,21,57,188,556,1143,1823,2495,3050,5452,7833,9685,11387,17027,60732
2008,Other forms of heart disease,29,62,36,45,64,89,189,426,730,1064,1376,1844,3667,5678,9274,15459,41906,81938
2008,Other diseases of the endocardium,1,2,6,12,3,15,18,39,47,81,144,174,532,961,1554,2345,3958,9892
2008,Cerebrovascular diseases,9,22,12,21,48,51,140,298,494,750,1061,1517,3249,5557,9090,13853,26955,63127
2008,"Stroke, not specified as hemorrhage or infarction",0,1,2,1,6,3,9,23,40,100,217,396,982,1908,3519,6097,13199,26503
2008,"Diseases of arteries, arterioles, and capillaries",2,2,5,12,5,16,28,74,120,244,424,593,1261,1887,2645,3857,9514,20689
2008,Diseases of the respiratory system,26,52,31,32,33,55,93,193,442,787,1338,2102,4491,6683,9484,12352,20855,59049
2008,Influenza,0,1,0,2,1,0,4,2,1,3,0,5,3,4,7,13,45,91
2008,Pneumonia,15,23,19,11,12,19,41,78,150,214,309,506,1108,1813,2908,4505,10108,21839
2008,Chronic diseases of the lower respiratory tract,0,6,4,7,10,17,26,55,200,417,810,1242,2569,3577,4842,5436,6549,25767
2008,Asthma,0,2,3,5,9,10,11,18,52,59,99,97,172,178,227,242,319,1503
2008,"COVID-19, virus identified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,"COVID-19, virus not identified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,Diseases of the digestive system,15,20,12,24,55,111,323,909,1676,2355,2744,2825,4218,4990,5331,6748,11330,43686
2008,"Ulcer of the stomach, duodenum, peptic, peptic jejuni",1,0,1,1,1,5,6,20,48,59,93,122,221,305,381,590,1193,3047
2008,Diseases of the liver,2,4,2,5,22,71,233,682,1286,1808,1986,1872,2371,2094,1393,1051,821,15703
2008,"Alcoholic liver disease, chronic hepatitis, liver fibrosis, and cirrhosis",1,2,1,4,19,68,223,646,1241,1766,1891,1792,2225,1928,1217,895,629,14548
2008,Diseases of the skin and subcutaneous tissue,0,1,0,2,0,5,2,6,8,20,17,30,66,98,139,192,381,967
2008,Diseases of the musculoskeletal system and connective tissue,0,9,4,8,6,4,14,30,26,42,95,109,206,281,354,440,675,2303
2008,Chronic polyarthritis and arthrosis,0,0,1,0,1,0,0,1,4,14,19,18,53,83,92,122,182,590
2008,Diseases of the genitourinary system,4,7,4,4,5,11,23,47,75,146,256,419,890,1695,2735,4154,8062,18537
2008,Diseases of the kidney,4,6,3,3,3,9,18,33,67,111,212,348,726,1369,2130,3259,6323,14624
2008,"Pregnancy, childbirth, and the puerperium",0,0,2,2,6,14,9,2,0,1,0,0,0,0,0,0,0,36
2008,Certain conditions originating in the perinatal period,1188,10,5,1,3,4,4,1,6,3,1,3,0,1,0,0,0,1230
2008,"Congenital malformations, deformations, and chromosomal abnormalities",603,155,42,37,34,32,38,28,46,68,95,61,69,47,37,25,25,1442
2008,Congenital malformations of the nervous system,35,36,6,12,4,5,5,2,2,1,1,2,2,1,1,0,2,117
2008,Congenital malformations of the circulatory system,221,45,17,12,16,10,8,8,9,5,10,8,12,12,21,14,13,441
2008,Symptoms and abnormal clinical and laboratory findings,321,84,49,104,133,179,329,632,1066,1330,1440,1416,2151,2301,2245,2698,7438,23916
2008,Sudden infant death syndrome,215,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220
2008,Other ill-defined and unknown causes of mortality,95,75,48,99,131,172,320,610,1032,1273,1360,1333,1998,2055,1829,1818,2280,16528
2008,External causes of morbidity and mortality,60,298,823,1162,1070,942,1179,1765,2125,1935,1842,1452,2185,2396,2788,3419,6070,31511
2008,Accidents including late effects,28,254,558,693,557,425,484,728,887,803,851,742,1169,1437,1890,2616,5008,19130
2008,Transport accidents,2,109,490,581,372,237,226,347,383,309,297,197,278,245,305,234,162,4774
2008,Falls,0,20,14,17,26,24,48,96,174,207,269,263,474,669,968,1603,3461,8333
2008,Drowning and submersion,1,49,18,9,10,13,14,18,25,34,22,30,29,41,30,24,25,392
2008,"Exposure to smoke, fire, and flames",1,17,1,10,7,5,10,24,40,26,32,24,30,48,30,41,52,398
2008,Accidental poisoning: harmful substances (incl. exposure),0,10,11,36,85,90,109,110,101,62,34,23,30,34,17,28,31,811
2008,Intentional self-harm,0,17,210,376,394,392,576,840,1013,930,809,572,832,750,687,512,541,9451
2008,Assault,24,18,17,22,18,29,29,40,58,38,43,21,18,18,16,16,18,443
2008,"Event of undetermined intent",8,8,38,70,98,94,90,153,166,161,137,115,162,188,193,273,500,2454
2008,Insgesamt,2414,1270,1325,1925,2181,2526,4577,9476,16511,23544,32581,39767,71507,95032,117693,149634,272476,844439
2009,Certain infectious and parasitic diseases,30,44,19,29,54,59,108,217,326,396,524,589,1123,1853,2421,3105,4599,15496
2009,Tuberculosis and its sequelae,0,0,0,0,3,1,1,8,13,13,22,17,36,54,51,68,58,345
2009,Meningococcal infection,5,5,5,1,1,0,1,1,2,3,2,2,1,0,1,2,1,33
2009,Viral hepatitis,0,0,0,2,2,10,17,43,62,81,88,54,79,126,144,158,97,963
2009,HIV disease,0,0,1,2,19,25,43,80,82,58,37,29,26,16,6,3,4,431
2009,Neoplasms,27,254,129,169,311,499,994,2650,5561,9382,14422,17550,30022,37174,34581,34154,34274,222153
2009,Malignant neoplasms,23,239,125,166,305,490,978,2622,5504,9289,14282,17342,29604,36435,33679,32814,32231,216128
2009,"Neoplasms of the lip, oral cavity, and pharynx",1,0,1,2,7,13,28,88,282,565,784,711,829,673,415,294,289,4982
2009,Neoplasms of the esophagus,0,1,0,0,2,3,11,55,172,351,525,597,885,842,633,487,373,4937
2009,Neoplasms of the stomach,0,1,1,2,18,28,49,156,297,402,613,700,1194,1653,1558,1680,1892,10244
2009,Neoplasms of the colon,2,0,3,1,15,26,43,129,262,438,789,1036,1973,2684,2854,3222,4024,17501
2009,"Neoplasms of the rectum, anus, and rectosigmoid junction",0,0,0,3,2,7,30,74,174,317,495,665,1151,1374,1232,1206,1345,8075
2009,"Neoplasms of the liver, biliary tract, and pancreas",0,3,5,5,18,19,50,183,444,905,1544,2106,3629,4885,4181,3969,3669,25615
2009,Neoplasms of the liver and intrahepatic bile ducts,0,3,4,2,13,8,15,50,128,267,467,608,1058,1500,1204,1074,830,7231
2009,Neoplasms of the pancreas,0,0,1,2,4,6,28,114,276,560,938,1318,2201,2836,2395,2300,2180,15159
2009,"Neoplasms of the larynx, trachea, bronchi, and lung",3,2,2,7,4,23,97,461,1177,2483,3889,4787,7608,8037,6748,5172,3138,43638
2009,Neoplasms of the bronchi and lung,3,2,2,7,4,23,94,449,1123,2367,3731,4591,7337,7824,6558,5055,3051,42221
2009,Melanoma and other malignant neoplasms of the skin,0,1,2,9,17,25,44,92,145,168,218,234,388,513,396,425,570,3247
2009,Malignant melanoma of the skin,0,0,2,9,17,25,39,88,137,151,195,213,347,453,329,323,329,2657
2009,Neoplasms of the breast,1,0,0,4,16,63,168,380,777,960,1352,1448,2196,2463,2141,2303,2925,17197
2009,Neoplasms of the genital and urinary organs,3,8,7,14,44,80,137,314,641,989,1603,2081,4255,6008,6443,6737,7039,36403
2009,Neoplasms of the cervix uteri,0,0,0,2,14,26,43,113,161,152,163,129,132,167,143,150,186,1581
2009,"Neoplasms of the corpus uteri and uterus, part unspecified",0,0,0,0,0,4,10,14,32,61,112,149,306,407,392,382,491,2360
2009,Neoplasms of the ovary,1,1,1,6,9,16,29,76,185,254,361,426,835,980,877,818,748,5623
2009,Neoplasms of the prostate,0,0,0,0,0,0,2,3,33,109,252,518,1320,2113,2503,2641,2723,12217
2009,"Neoplasms of the kidney, except renal pelvis",1,7,3,0,6,12,16,24,99,188,350,353,703,911,893,826,711,5103
2009,Neoplasms of the urinary bladder,0,0,0,1,1,4,11,32,54,109,174,246,488,737,927,1206,1363,5353
2009,"Neoplasms of lymphoid, hematopoietic, and related tissue",7,64,30,50,64,76,103,191,303,463,717,968,1992,2946,3074,3156,2656,16860
2009,Leukemia,6,49,22,29,49,45,64,89,148,200,287,382,787,1237,1243,1275,1195,7107
2009,Benign neoplasms,1,1,0,0,0,2,4,12,10,9,13,24,43,72,74,105,109,479
2009,Diseases of the blood and blood-forming organs,7,19,8,7,13,8,11,21,36,53,50,90,173,281,355,477,833,2442
2009,"Endocrine, nutritional, and metabolic diseases",30,55,22,39,47,63,87,218,407,574,877,1059,1797,3078,3994,5493,10297,28137
2009,Diabetes mellitus,3,3,4,9,12,17,33,111,214,331,576,772,1431,2568,3401,4705,8579,22769
2009,Mental and behavioral disorders,1,3,15,65,138,189,269,478,717,843,831,707,952,1228,1909,3624,10623,22592
2009,Mental and behavioral disorders durch Alkohol,0,0,2,5,23,48,127,329,572,723,737,577,640,462,244,141,81,4711
2009,Mental and behavioral disorders due to psychoactive substance use,0,0,10,51,109,134,126,132,120,58,25,19,17,9,4,8,5,827
2009,Diseases of the nervous system and sense organs,49,158,88,102,101,98,175,285,462,587,762,849,1551,2511,3126,4306,5625,20835
2009,Meningitis,0,5,2,2,2,1,3,2,9,7,9,14,18,26,15,29,25,169
2009,Diseases of the circulatory system,37,84,84,114,206,316,653,1591,3337,5201,7589,9670,19137,32979,46026,71708,157730,356462
2009,Hypertension (high blood pressure),0,0,2,2,9,4,16,61,136,251,387,476,980,1896,3160,5866,17872,31118
2009,Ischemic heart diseases,0,1,3,13,31,80,205,615,1474,2390,3677,4596,8905,14488,19035,27218,52682,135413
2009,Acute or recurrent myocardial infarction,0,0,0,10,24,67,166,469,1121,1755,2536,2886,5198,7770,9102,11750,17299,60153
2009,Other forms of heart disease,29,59,45,50,76,97,148,389,699,1075,1426,1822,3376,6017,9024,15614,42029,81975
2009,Other diseases of the endocardium,2,4,2,1,9,16,12,25,49,90,160,219,461,942,1466,2404,4439,10301
2009,Cerebrovascular diseases,4,13,12,14,34,48,136,272,566,764,1070,1370,3159,5854,8567,13730,27114,62727
2009,"Stroke, not specified as hemorrhage or infarction",1,4,0,0,1,2,11,15,63,97,211,324,891,1911,3227,5776,12891,25425
2009,"Diseases of arteries, arterioles, and capillaries",0,2,4,5,10,26,39,68,148,221,345,594,1147,1962,2543,3854,9149,20117
2009,Diseases of the respiratory system,18,78,33,39,48,50,96,233,473,869,1483,2212,4619,7311,9815,13519,22408,63304
2009,Influenza,2,15,7,3,10,8,13,13,20,22,23,6,9,18,17,21,70,277
2009,Pneumonia,7,27,12,15,17,18,29,81,119,206,340,430,1081,1911,2849,4719,10370,22231
2009,Chronic diseases of the lower respiratory tract,0,7,6,9,11,12,27,78,214,478,864,1403,2744,4064,5111,6217,7425,28670
2009,Asthma,0,5,3,8,8,7,13,25,54,70,70,79,126,163,173,249,362,1415
2009,"COVID-19, virus identified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,"COVID-19, virus not identified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,Diseases of the digestive system,9,18,11,21,65,115,307,888,1655,2176,2800,2571,3853,4852,5176,6766,11005,42288
2009,"Ulcer of the stomach, duodenum, peptic, peptic jejuni",0,1,3,0,4,5,6,33,36,66,93,96,198,277,380,565,1151,2914
2009,Diseases of the liver,4,3,0,5,30,67,230,662,1295,1681,2042,1704,2209,2128,1442,1091,850,15443
2009,"Alcoholic liver disease, chronic hepatitis, liver fibrosis, and cirrhosis",1,1,0,5,27,64,221,633,1245,1620,1963,1599,2088,1954,1268,928,650,14267
2009,Diseases of the skin and subcutaneous tissue,0,0,0,0,0,0,5,4,9,22,29,25,59,107,121,232,417,1030
2009,Diseases of the musculoskeletal system and connective tissue,0,7,2,11,7,6,10,25,52,62,93,102,211,340,404,492,838,2662
2009,Chronic polyarthritis and arthrosis,0,0,1,0,1,0,0,4,10,5,15,27,45,92,120,143,228,691
2009,Diseases of the genitourinary system,3,4,1,3,8,10,22,38,83,146,232,351,877,1809,2641,4377,8229,18834
2009,Diseases of the kidney,3,4,0,2,7,8,15,31,65,115,186,301,707,1413,2061,3445,6432,14795
2009,"Pregnancy, childbirth, and the puerperium",0,0,1,5,0,14,10,4,1,0,0,0,0,0,0,0,0,35
2009,Certain conditions originating in the perinatal period,1123,13,3,7,3,1,5,5,3,4,2,2,0,3,0,0,1,1175
2009,"Congenital malformations, deformations, and chromosomal abnormalities",652,161,51,33,47,38,37,41,56,81,91,95,59,43,23,28,27,1563
2009,Congenital malformations of the nervous system,59,36,10,7,7,6,7,7,5,2,2,4,0,4,0,2,1,159
2009,Congenital malformations of the circulatory system,229,51,16,12,16,12,10,18,17,16,7,6,10,17,6,13,19,475
2009,Symptoms and abnormal clinical and laboratory findings,285,66,42,105,142,205,338,659,1175,1385,1559,1554,2054,2364,2254,2703,6814,23704
2009,Sudden infant death syndrome,193,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198
2009,Other ill-defined and unknown causes of mortality,86,56,37,99,140,194,329,632,1130,1342,1492,1454,1928,2110,1875,1843,2354,17101
2009,External causes of morbidity and mortality,63,288,740,1147,1005,918,1092,1679,2061,1994,1836,1478,2273,2684,2755,3549,6270,31832
2009,Accidents including late effects,39,239,498,680,499,399,438,650,796,813,810,743,1237,1693,1921,2716,5081,19252
2009,Transport accidents,6,100,433,546,313,210,240,316,317,300,260,184,274,289,250,242,191,4471
2009,Falls,3,20,15,27,34,35,37,91,159,181,245,258,485,795,1013,1646,3459,8503
2009,Drowning and submersion,3,36,10,13,13,10,12,23,21,28,27,24,42,44,42,22,19,389
2009,"Exposure to smoke, fire, and flames",3,26,8,8,17,13,15,20,30,31,32,24,36,37,30,42,61,433
2009,Accidental poisoning: harmful substances (incl. exposure),0,4,12,40,81,81,71,92,100,72,40,30,18,18,20,14,26,719
2009,Intentional self-harm,0,21,194,372,394,394,513,861,1054,999,828,610,859,780,616,554,567,9616
2009,Assault,18,21,24,30,23,27,45,42,45,33,38,20,18,22,8,17,16,447
2009,"Event of undetermined intent",6,7,25,61,89,97,94,123,159,146,156,101,157,182,206,258,601,2468
2009,Insgesamt,2334,1252,1249,1896,2195,2589,4219,9036,16414,23775,33180,38904,68760,98617,115601,154533,279990,854544
2010,Certain infectious and parasitic diseases,34,51,20,9,35,50,114,206,334,444,503,616,1021,1669,2358,3156,4776,15396
2010,Tuberculosis and its sequelae,0,0,1,0,2,2,7,8,16,21,11,12,22,35,60,68,85,350
2010,Meningococcal infection,4,11,4,1,2,0,0,3,2,3,0,1,2,3,3,2,2,43
2010,Viral hepatitis,0,0,0,0,3,3,16,38,60,106,85,53,81,118,108,173,136,980
2010,HIV disease,0,1,0,1,14,20,49,68,84,67,46,30,34,27,9,3,2,455
2010,Neoplasms,27,209,138,187,319,518,1020,2422,5406,9500,14164,18189,27621,38616,35610,35157,36038,225141
2010,Malignant neoplasms,20,192,132,182,311,504,1005,2384,5347,9409,14019,17978,27207,37843,34647,33818,33891,218889
2010,"Neoplasms of the lip, oral cavity, and pharynx",0,0,0,4,7,9,23,82,280,580,711,729,790,718,446,327,314,5020
2010,Neoplasms of the esophagus,0,0,0,0,2,9,14,42,190,338,529,662,777,916,644,455,401,4979
2010,Neoplasms of the stomach,0,0,0,3,15,22,59,142,263,434,578,745,1031,1594,1642,1715,1934,10177
2010,Neoplasms of the colon,0,1,2,3,11,25,53,122,274,441,746,974,1717,2823,2834,3165,3970,17161
2010,"Neoplasms of the rectum, anus, and rectosigmoid junction",0,0,0,3,5,10,22,77,185,309,476,709,990,1502,1302,1200,1485,8275
2010,"Neoplasms of the liver, biliary tract, and pancreas",1,4,5,3,21,26,58,187,443,940,1620,2105,3428,5077,4514,4009,3712,26153
2010,Neoplasms of the liver and intrahepatic bile ducts,0,3,4,2,14,11,14,51,106,286,468,637,1046,1536,1260,1078,874,7390
2010,Neoplasms of the pancreas,0,1,1,1,5,13,36,115,297,560,988,1282,2001,2958,2673,2365,2192,15488
2010,"Neoplasms of the larynx, trachea, bronchi, and lung",4,0,4,4,13,27,101,332,1069,2541,3954,4921,7125,8357,7007,5562,3436,44457
2010,Neoplasms of the bronchi and lung,4,0,4,4,11,25,99,321,1020,2418,3790,4743,6874,8108,6822,5402,3327,42972
2010,Melanoma and other malignant neoplasms of the skin,0,0,3,4,15,26,55,98,151,186,214,240,333,507,439,479,582,3332
2010,Malignant melanoma of the skin,0,0,3,4,14,25,51,93,146,168,192,222,303,419,362,378,331,2711
2010,Neoplasms of the breast,0,0,0,3,15,69,187,392,756,969,1271,1481,2013,2618,2190,2399,3210,17573
2010,Neoplasms of the genital and urinary organs,1,9,6,12,45,63,124,285,629,1047,1546,2209,3875,6270,6452,7175,7600,37348
2010,Neoplasms of the cervix uteri,0,0,0,2,7,20,46,98,147,163,149,134,136,173,139,139,171,1524
2010,"Neoplasms of the corpus uteri and uterus, part unspecified",0,0,0,0,0,2,7,13,41,63,133,156,299,418,377,389,535,2433
2010,Neoplasms of the ovary,0,1,3,3,8,10,29,71,173,273,374,461,683,996,868,843,803,5599
2010,Neoplasms of the prostate,0,0,0,1,0,2,1,1,34,100,260,556,1233,2246,2452,2903,2887,12676
2010,"Neoplasms of the kidney, except renal pelvis",0,8,0,0,8,7,9,42,99,195,284,370,605,919,953,930,818,5247
2010,Neoplasms of the urinary bladder,0,0,0,0,4,2,5,16,58,109,165,261,474,795,958,1165,1504,5516
2010,"Neoplasms of lymphoid, hematopoietic, and related tissue",7,52,50,60,56,59,85,184,331,446,707,1082,1917,3071,3181,3350,2916,17554
2010,Leukemia,7,44,35,45,38,34,40,83,138,190,271,406,768,1217,1283,1366,1281,7246
2010,Benign neoplasms,0,4,0,2,1,3,4,5,10,12,21,29,25,55,89,88,123,471
2010,Diseases of the blood and blood-forming organs,14,19,2,7,13,16,8,21,43,56,73,79,153,280,391,525,888,2588
2010,"Endocrine, nutritional, and metabolic diseases",27,51,20,38,59,61,104,226,399,616,931,1137,1687,3194,4122,5475,11086,29233
2010,Diabetes mellitus,0,1,4,10,19,29,48,112,215,367,593,806,1292,2617,3443,4606,8969,23131
2010,Mental and behavioral disorders,2,5,12,48,126,194,245,432,734,882,904,769,969,1422,2100,4035,12200,25079
2010,Mental and behavioral disorders durch Alkohol,0,0,2,4,26,53,120,291,587,761,785,624,620,506,265,153,116,4913
2010,Mental and behavioral disorders due to psychoactive substance use,0,0,7,38,94,131,113,121,110,65,39,9,11,15,8,6,7,774
2010,Diseases of the nervous system and sense organs,52,131,74,105,69,112,134,285,480,608,770,870,1515,2625,3370,4504,6164,21868
2010,Meningitis,3,2,1,1,0,1,2,4,6,8,4,6,11,21,17,34,21,142
2010,Diseases of the circulatory system,33,77,69,128,184,257,587,1553,3153,5135,7512,9765,17079,32434,45507,70393,158823,352689
2010,Hypertension (high blood pressure),0,3,0,3,2,8,16,60,126,223,345,448,865,1913,3144,6010,19100,32266
2010,Ischemic heart diseases,1,2,0,15,26,59,169,608,1405,2428,3620,4676,7882,14392,18868,26599,52376,133126
2010,Acute or recurrent myocardial infarction,0,1,0,12,18,48,136,479,1094,1770,2517,2998,4633,7803,8939,11129,17530,59107
2010,Other forms of heart disease,21,40,42,54,76,76,158,341,624,1080,1435,1893,3111,5848,8693,15281,42279,81052
2010,Other diseases of the endocardium,3,2,2,2,7,8,25,34,54,83,139,212,416,968,1609,2523,4850,10937
2010,Cerebrovascular diseases,5,20,13,20,38,51,110,263,532,726,1031,1376,2732,5701,8586,13373,26973,61550
2010,"Stroke, not specified as hemorrhage or infarction",0,2,0,1,3,2,7,17,47,98,216,313,742,1729,2990,5270,12238,23675
2010,"Diseases of arteries, arterioles, and capillaries",0,5,2,3,11,17,30,78,114,242,438,564,1082,1943,2447,3686,8578,19240
2010,Diseases of the respiratory system,13,43,28,39,34,56,89,203,448,816,1435,2282,4279,7446,9526,12722,21056,60515
2010,Influenza,0,5,1,3,3,3,7,5,12,9,15,9,9,9,10,6,9,115
2010,Pneumonia,3,11,10,16,13,18,32,71,119,200,266,439,862,1798,2615,4050,9204,19727
2010,Chronic diseases of the lower respiratory tract,1,7,6,11,7,14,23,79,212,448,894,1507,2661,4168,5075,6152,7395,28660
2010,Asthma,0,1,4,6,4,7,13,23,39,58,82,85,108,132,150,203,309,1224
2010,"COVID-19, virus identified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,"COVID-19, virus not identified",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,Diseases of the digestive system,16,22,9,26,62,117,294,862,1597,2226,2746,2797,3568,5059,5304,6772,11207,42684
